8427,5.42
8456,30.227
8485,80.428
8514,75.656
8543,97.173
8573,41.438
8602,28.718
8631,-13.757
8660,-2.576
8689,180.752
8718,451.794
8747,468.938
8776,464.201
8805,472.84
8834,386.744
8863,336.496
8892,261.137
8921,157.77
8950,25.419
8979,20.857
9008,26.119
9037,81.03
9066,75.585
9096,83.082
9125,60.814
9154,17.001
9183,-18.178
9212,-27.55
9241,57.683
9270,371.403
9299,427.304
9328,463.654
9357,405.976
9386,363.325
9415,273.919
9444,221.622
9473,173.34
9502,19.708
9531,-26.078
9560,22.802
9589,69.61
9619,78.071
9648,69.652
9677,15.568
9706,18.817
9735,5.506
9764,-36.095
9793,52.226
9822,381.445
9851,433.492
9880,472.62
9909,418.931
9938,371.979
9967,266.241
9996,216.522
10025,110.988
10054,-12.455
10083,-14.072
10113,-2.089
10142,60.956
10171,86.624
10200,78.501
10229,90.934
10258,34.102
10287,-6.769
10316,-8.13
10345,128.776
10374,465.89
10403,436.02
10432,440.322
10461,392.393
10490,386.105
10519,295.41
10548,239.918
10577,149.358
10606,-39.436
10636,8.298
10665,15.81
10694,77.606
10723,119.015
10752,94.642
10781,55.905
10810,40.524
10839,20.032
10868,-23.974
10897,175.312
10926,461.069
10955,444.344
10984,439.624
11013,418.698
11042,359.936
11071,302.835
11100,263.992
11129,197.437
11159,-6.216
11188,5.357
11217,48.716
11246,85.72
11275,127.348
11304,72.971
11333,82.995
11362,7.48
11391,-13.815
11420,-9.804
11449,107.489
11478,396.861
11507,414.346
11536,400.218
11565,436.045
11594,369.976
